StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consumidor,Frequência,Lugar,Marcas,É consumidor,Como conheceu,Q44,Características,Falta na marca,Qualidades marcas,Classificação_1,Classificação_2,Classificação_3,Classificação_4,Classificação_5,Q42,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q40,Q41,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização,ticket,idade,reg,sel
2024-06-24 14:11:01,2024-06-24 14:11:31,IP Address,191.177.193.6,100,29,True,2024-06-24 14:11:32,R_7BOQdkX24TLpGt4,,,,,-25.4202,-49.2762,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a60834451088655_0adc1c5cbd5af884_a9c661f2154b4a88_9decf67c30070804a8009e4ea5def847,39,4,1
2024-06-24 14:11:53,2024-06-24 14:12:47,IP Address,177.125.57.114,100,54,True,2024-06-24 14:12:47,R_5I6HgY81GFGapwO,,,,,-26.4033,-51.823,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739504a8-919e-48d9-a54b-6bebec0cb56e_0adc1c5cbd5af884,48,4,2
2024-06-24 14:05:43,2024-06-24 14:12:47,IP Address,177.32.10.25,100,424,True,2024-06-24 14:12:48,R_2mh0MO93bvgSGZd,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Não,Redes sociais,Influenciadores,"Elegante,Desejável,Luxuosa","Melhor relação custo-benefício,Presença mais forte nas redes sociais,Promoções e descontos mais frequentes","Promoções/descontos,Variedade de estilos e peças,Publicidade criativa e atraente",5,2,3,4,1,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,,bc89af92-e103-4cb0-b406-a16159d26075_0adc1c5cbd5af884,66,3,2
2024-06-24 14:10:59,2024-06-24 14:13:23,IP Address,179.210.184.130,100,144,True,2024-06-24 14:13:23,R_5fmaqbV05svW9Hz,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Paula Torres",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Design,Conforto,Atualização de modelos","Preço,Diversificação de modelos",Sim,4,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Influenciadores,2,4,5,3,1,1 ou 2 vez(es) na semana,4,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)",941afa99-8405-49fc-9df6-cac881e05485_0adc1c5cbd5af884,60,3,1
2024-06-24 14:13:33,2024-06-24 14:14:06,IP Address,150.164.20.130,100,33,True,2024-06-24 14:14:07,R_7Ngp2A8l39ayuxC,,,,,-19.9029,-43.9572,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9fffc91-b678-4def-b3e4-bb0ccc4c2bd0_0adc1c5cbd5af884,38,3,1
2024-06-24 14:13:44,2024-06-24 14:14:31,IP Address,177.103.177.9,100,47,True,2024-06-24 14:14:31,R_811jFFKl7AlzNjX,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48bf3d83-0ce6-41ad-86f7-cd2f0eba25e6_0adc1c5cbd5af884,31,3,1
2024-06-24 14:13:38,2024-06-24 14:14:58,IP Address,177.95.143.9,100,79,True,2024-06-24 14:14:58,R_7pstCTlHYJ3wm4K,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11fcc58a-68e6-4e3a-a662-6c12891eb358_0adc1c5cbd5af884,54,3,3
2024-06-24 14:14:39,2024-06-24 14:15:11,IP Address,189.96.225.188,100,32,True,2024-06-24 14:15:12,R_68s1v8xEmDTrnVL,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d753c7cb-5e0c-4742-bd48-f982e0b3374c_0adc1c5cbd5af884,51,3,3
2024-06-24 14:15:32,2024-06-24 14:15:55,IP Address,187.11.47.150,100,22,True,2024-06-24 14:15:55,R_1dLWCfRDl4iBXGK,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01b3baaf-0037-4da2-9273-e2df8ee48afc_0adc1c5cbd5af884,29,3,5
2024-06-24 14:16:42,2024-06-24 14:17:14,IP Address,177.26.71.185,100,32,True,2024-06-24 14:17:15,R_7gbuqYy1ixKvjh1,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28fa3a63-8437-4bd0-baf0-cf2f15728a05_0adc1c5cbd5af884,66,3,3
2024-06-24 14:17:01,2024-06-24 14:17:21,IP Address,187.56.100.51,100,19,True,2024-06-24 14:17:22,R_6xix87RW0ijL8Nr,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631b16a9-cab0-449d-bf05-83f7bfd457e4_0adc1c5cbd5af884,38,3,2
2024-06-24 14:16:47,2024-06-24 14:17:22,IP Address,177.26.86.239,100,35,True,2024-06-24 14:17:22,R_3JwOcQsSPJahUKx,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Tatiana Loureiro,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8df22364-0033-4180-8f2d-50b402ffdf38_0adc1c5cbd5af884,55,3,3
2024-06-24 14:17:19,2024-06-24 14:18:06,IP Address,201.17.60.148,100,47,True,2024-06-24 14:18:07,R_3F3wDc5nUpcBxr4,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b54e5f3f-d609-453d-a8cc-1a56bae4f606_0adc1c5cbd5af884,42,3,2
2024-06-24 14:17:34,2024-06-24 14:18:20,IP Address,177.17.15.220,100,45,True,2024-06-24 14:18:20,R_3elCf7hOGGMi5KG,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a14dccb-45a1-42df-bc6c-3dbcf398b31a_0adc1c5cbd5af884,49,3,3
2024-06-24 14:18:29,2024-06-24 14:19:06,IP Address,45.4.226.26,100,36,True,2024-06-24 14:19:06,R_3cpEpvRcgoeYrVH,,,,,-23.6283,-46.6409,anonymous,EN,Sim," A cada dois anos",Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f71285f1-604e-4f24-9033-19ebdcb5c5f3_0adc1c5cbd5af884,31,3,3
2024-06-24 14:18:25,2024-06-24 14:19:28,IP Address,177.200.68.17,100,62,True,2024-06-24 14:19:28,R_5diOTNwXMsZpqnW,,,,,-21.2199,-47.8429,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc4d4f46-7fa3-4302-bb27-40a6ae1bac84_0adc1c5cbd5af884,52,3,2
2024-06-24 14:02:00,2024-06-24 14:19:53,IP Address,201.70.123.124,100,1072,True,2024-06-24 14:19:53,R_5NEdgMIdVPozO5j,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Recomendação de amigos/família,Passive,7,"Qualidade dos produtos,Design,Conforto,Inovação,Sustentabilidade","Trabalho artesanal,Atualização de modelos,Inovação,Preço,Diversificação de modelos,Exclusividade",Não,,3,"Pede recomendações para conhecidos,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Recomendação,5,3,2,1,4,3 a 6 vezes na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)",dd2e3d97-7c4a-4564-bcbc-4dcbdede0b15_0adc1c5cbd5af884,48,3,1
2024-06-24 14:19:33,2024-06-24 14:20:10,IP Address,191.185.38.13,100,37,True,2024-06-24 14:20:11,R_71GhZirWYR9Exef,,,,,-19.9221,-43.9347,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229f030-68f1-43b2-921f-8112de54f48a_0adc1c5cbd5af884,60,3,2
2024-06-24 14:19:50,2024-06-24 14:20:19,IP Address,191.185.126.184,100,29,True,2024-06-24 14:20:19,R_6whGPyRc059pXTH,,,,,-19.9221,-43.9347,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c3f4326a899035b_0adc1c5cbd5af884_9627b374db8f88da_dc89c3b746354eaea86b988691875f0d,36,3,4
2024-06-24 14:19:50,2024-06-24 14:20:40,IP Address,45.183.240.10,100,50,True,2024-06-24 14:20:41,R_3knQkklu24sJIzk,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ddf3f74-d6c7-4dc9-bb1d-9f16c1a4b46e_0adc1c5cbd5af884,25,3,2
2024-06-24 14:20:56,2024-06-24 14:21:21,IP Address,177.140.106.27,100,25,True,2024-06-24 14:21:22,R_35X2gFKMJ6HlaIV,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f34bd329-834e-4ea6-a117-9f658877fd09_0adc1c5cbd5af884,57,3,3
2024-06-24 14:20:41,2024-06-24 14:21:21,IP Address,201.26.195.88,100,40,True,2024-06-24 14:21:22,R_6rlp97GOGKWwj0R,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af383d3d-aa70-44af-8f75-2714964f7f66_0adc1c5cbd5af884,63,3,3
2024-06-24 14:20:13,2024-06-24 14:21:23,IP Address,187.20.29.110,100,69,True,2024-06-24 14:21:23,R_3FLbZwTb9Vl9liV,,,,,-19.9221,-43.9347,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b696c0bf-15bd-47c0-a220-edc1afa6d9a9_0adc1c5cbd5af884,34,3,4
2024-06-24 14:17:54,2024-06-24 14:21:27,IP Address,177.192.71.82,100,213,True,2024-06-24 14:21:28,R_1gdu7MpPnINlW5D,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Colaborações com outras marcas,Outros,"Elegante,Desejável,Exclusiva","Não tem uma loja física perto,Outros","Promoções/descontos,Outros",5,4,3,2,1,"Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,,b2747db3-751d-4681-a10c-437b6bf51742_0adc1c5cbd5af884,42,3,2
2024-06-24 14:21:25,2024-06-24 14:22:14,IP Address,45.186.241.103,100,48,True,2024-06-24 14:22:15,R_1zosZAL1G7fty5k,,,,,-25.4202,-49.2762,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a012334-7ca7-406a-b549-375d54168ead_0adc1c5cbd5af884,57,4,2
2024-06-24 14:21:46,2024-06-24 14:22:23,IP Address,191.254.65.220,100,37,True,2024-06-24 14:22:23,R_1jYEdXuA9B9fLF3,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418698fe-6df7-4d6a-886c-bed586f5a717_0adc1c5cbd5af884,59,3,3
2024-06-24 14:22:04,2024-06-24 14:22:33,IP Address,177.96.14.174,100,28,True,2024-06-24 14:22:33,R_3c6JhFIxPRxrk0b,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0385b72a-506a-46e7-8acc-d660e4a22a56_0adc1c5cbd5af884,33,3,3
2024-06-24 14:22:18,2024-06-24 14:22:57,IP Address,201.17.88.162,100,39,True,2024-06-24 14:22:57,R_3jIAGliE8oUnxWV,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9167b5e2-352f-4640-adc5-d7599e8d40b6_0adc1c5cbd5af884,50,3,4
2024-06-24 14:24:18,2024-06-24 14:25:12,IP Address,179.94.37.32,100,53,True,2024-06-24 14:25:12,R_7nnbJfTBwDVpo3f,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9730aa0-c3e4-4b21-9cf4-082f9b2862b2_0adc1c5cbd5af884,38,3,4
2024-06-24 14:25:20,2024-06-24 14:26:02,IP Address,179.0.73.44,100,42,True,2024-06-24 14:26:03,R_6IrNS94OO0UkX6x,,,,,-19.9029,-43.9572,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ba7d43d-e2e7-49b7-9ee0-6e2162beb0a3_0adc1c5cbd5af884,40,3,1
2024-06-24 14:25:58,2024-06-24 14:26:24,IP Address,179.34.146.243,100,26,True,2024-06-24 14:26:24,R_3zZ22X3j2LnAxHE,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef52b89e-86d9-4d91-a49c-fac16fd4d4d0_0adc1c5cbd5af884,57,3,2
2024-06-24 14:26:42,2024-06-24 14:27:20,IP Address,179.108.235.96,100,38,True,2024-06-24 14:27:21,R_6mgiZ8eckOQ1omc,,,,,-21.2503,-44.2448,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08e174b-5658-4f66-909f-99abb6be6d1e_0adc1c5cbd5af884,54,3,1
2024-06-24 14:27:00,2024-06-24 14:27:28,IP Address,201.4.170.103,100,27,True,2024-06-24 14:27:28,R_3gT5iccq5OpMz1E,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1c706df-1918-4ca5-8d31-6cc14c689b2e_0adc1c5cbd5af884,49,3,3
2024-06-24 14:27:18,2024-06-24 14:27:57,IP Address,187.72.253.222,100,39,True,2024-06-24 14:27:57,R_6FQdspGlcktVNKP,,,,,-21.2199,-47.8429,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3837c1f9-e19a-4dc0-9b04-7eb1e4576d48_0adc1c5cbd5af884,32,3,4
2024-06-24 14:27:30,2024-06-24 14:28:14,IP Address,189.78.7.127,100,44,True,2024-06-24 14:28:15,R_6uQEBr6quUZwAs7,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81817ad1-34f9-43e1-a946-1ecf9dd6e74f_0adc1c5cbd5af884,35,3,2
2024-06-24 14:27:26,2024-06-24 14:28:15,IP Address,191.39.154.179,100,49,True,2024-06-24 14:28:15,R_3kYsgEm8E0KI7wW,,,,,-23.5335,-46.6359,anonymous,EN,Sim," A cada dois anos",Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4303181-2b9c-4df8-ae96-dd8414c3e59d_0adc1c5cbd5af884,61,3,3
2024-06-24 14:27:26,2024-06-24 14:28:23,IP Address,201.43.190.145,100,57,True,2024-06-24 14:28:24,R_3sQG8IvidlaF5k5,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53fcf62e-4804-4b12-a237-206201175c8b_0adc1c5cbd5af884,65,3,1
2024-06-24 14:28:42,2024-06-24 14:29:18,IP Address,189.58.15.140,100,36,True,2024-06-24 14:29:19,R_6OrTM6ODQr6QrsE,,,,,-25.4202,-49.2762,anonymous,EN,Sim,A cada 6 meses,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71f2f399-c9e1-4fff-aad9-715d006615a9_0adc1c5cbd5af884,52,4,2
2024-06-24 14:28:59,2024-06-24 14:29:20,IP Address,201.12.68.28,100,21,True,2024-06-24 14:29:20,R_1clXRNU0roXJxFn,,,,,-23.6283,-46.6409,anonymous,EN,Sim," A cada dois anos",Online,"Arezzo,Schutz,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91f92e39-c31a-476d-b68a-dc73ec8abd0d_0adc1c5cbd5af884,28,3,4
2024-06-24 14:29:26,2024-06-24 14:30:13,IP Address,186.216.3.53,100,47,True,2024-06-24 14:30:14,R_51FsjNWQvx3wR2b,,,,,-22.9072,-43.1883,anonymous,EN,Sim," A cada dois anos",Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806c4ff8-e972-4023-a1fe-530890b46f1e_0adc1c5cbd5af884,61,3,3
2024-06-24 14:29:23,2024-06-24 14:30:20,IP Address,179.116.51.123,100,56,True,2024-06-24 14:30:20,R_5M9Z4W3yaVCSzAx,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478fd1cd-c4d0-47a4-b1c9-4fce93a49b19_0adc1c5cbd5af884,53,3,2
2024-06-24 14:29:47,2024-06-24 14:30:29,IP Address,191.183.37.57,100,41,True,2024-06-24 14:30:29,R_7EmfFSqUhsWvmcV,,,,,-23.5312,-46.7901,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0841d39d-9b87-43d7-98f5-4e746329a2ce_0adc1c5cbd5af884,36,3,2
2024-06-24 14:30:03,2024-06-24 14:30:47,IP Address,201.52.215.33,100,44,True,2024-06-24 14:30:48,R_5SDogYHdKazUkUY,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd2abbda-5b28-4508-91b0-34acd6efafad_0adc1c5cbd5af884,51,3,1
2024-06-24 14:29:55,2024-06-24 14:30:48,IP Address,189.78.63.18,100,52,True,2024-06-24 14:30:49,R_3f2nDs93p0NMDvV,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b084ea7-69d1-448a-9bb3-9d85b2208f44_0adc1c5cbd5af884,41,3,2
2024-06-24 14:29:09,2024-06-24 14:30:59,IP Address,205.164.240.24,100,110,True,2024-06-24 14:31:00,R_8riB1qYCusmB0gI,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Alexandre Birman",Não,Redes sociais,Rede Sociais,"Desejável,Exclusiva","Mais opções de estilo e design,Qualidade do produto",Variedade de estilos e peças,5,4,3,1,2,"Pede recomendações para conhecidos,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,,700be31e-148f-4d41-9cef-7f99d5fe6364_0adc1c5cbd5af884,47,3,3
2024-06-24 14:31:44,2024-06-24 14:32:09,IP Address,186.206.216.177,100,24,True,2024-06-24 14:32:09,R_1ZNvgiTdPwxFrLY,,,,,-19.9221,-43.9347,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71397e7e-e6e7-4e96-ba00-6d23c3572968_0adc1c5cbd5af884,24,3,3
2024-06-24 14:31:29,2024-06-24 14:32:27,IP Address,191.254.151.121,100,57,True,2024-06-24 14:32:28,R_7OJmzkkKtTBLgut,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f243eebc-4ca3-46e6-b5c4-cb5ae31eebbd_0adc1c5cbd5af884,56,3,3
2024-06-24 14:33:10,2024-06-24 14:33:53,IP Address,201.54.208.58,100,42,True,2024-06-24 14:33:53,R_67qUC1Fe3cRWmPZ,,,,,-19.9029,-43.9572,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42486802-b6b3-4cb2-8510-f8e2837a04f2_0adc1c5cbd5af884,43,3,3
2024-06-24 14:32:52,2024-06-24 14:34:12,IP Address,177.235.81.177,100,79,True,2024-06-24 14:34:12,R_6EguBtP2dVcS6R5,,,,,-15.7783,-47.9319,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218368a-1bc9-477c-9f95-43d602a80e59_0adc1c5cbd5af884,55,5,3
2024-06-24 14:29:43,2024-06-24 14:35:14,IP Address,177.91.73.1,100,330,True,2024-06-24 14:35:14,R_5uC15JNAOnoQtJM,,,,,-23.4977,-46.8656,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres",Não,Redes sociais,Influenciadores,"Elegante,Inovadora,Luxuosa","Mais opções de estilo e design,Qualidade do produto,Promoções e descontos mais frequentes","Promoções/descontos,Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato",5,2,3,1,4,"Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,,523266b6-0657-4bfe-8629-0f004542674c_0adc1c5cbd5af884,44,3,1
2024-06-24 14:32:44,2024-06-24 14:35:21,IP Address,187.35.60.126,100,156,True,2024-06-24 14:35:21,R_5aLEwquIcOuAQWR,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c92a769c-c098-4123-94ae-9cebebac6ef1_0adc1c5cbd5af884,55,3,2
2024-06-24 14:34:55,2024-06-24 14:35:23,IP Address,191.58.135.54,100,27,True,2024-06-24 14:35:23,R_3YyWp6S687nJRsc,,,,,-15.7783,-47.9319,anonymous,EN,Sim," A cada dois anos",Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da6b0a07-428f-4469-8b0c-cb48f3974e82_0adc1c5cbd5af884,20,5,1
2024-06-24 14:35:20,2024-06-24 14:35:54,IP Address,45.173.30.22,100,33,True,2024-06-24 14:35:54,R_7pQZMv32gq0TyNE,,,,,-23.5335,-46.6359,anonymous,EN,Sim," A cada dois anos",Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6af54c0b-001c-430f-9e56-8fec86b6e420_0adc1c5cbd5af884,45,3,6
2024-06-24 14:35:40,2024-06-24 14:36:17,IP Address,187.62.131.18,100,37,True,2024-06-24 14:36:18,R_6thAB28VEmlTCft,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,047c890a-17f3-4e8c-aa16-04591097933d_0adc1c5cbd5af884,63,3,2
2024-06-24 14:37:46,2024-06-24 14:38:12,IP Address,187.90.219.122,100,25,True,2024-06-24 14:38:12,R_5kagkt5Ht57oGFH,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062c23ba-6d9e-4f60-bc89-2b81dedec411_0adc1c5cbd5af884,55,3,3
2024-06-24 14:37:37,2024-06-24 14:38:18,IP Address,200.152.99.240,100,40,True,2024-06-24 14:38:18,R_80Z6R5oSJ0ysuzA,,,,,-22.9201,-43.0811,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3c6dc5e-0bdb-4a61-bdc1-eae178d1556e_0adc1c5cbd5af884,61,3,4
2024-06-24 14:37:56,2024-06-24 14:38:25,IP Address,177.95.190.48,100,29,True,2024-06-24 14:38:26,R_61SneoZZvYQ6PZL,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890bd181-6b87-4a0b-89ea-7faca8dece83_0adc1c5cbd5af884,53,3,1
2024-06-24 14:38:17,2024-06-24 14:38:41,IP Address,186.201.175.178,100,24,True,2024-06-24 14:38:41,R_1LBTmXpPJ41BAXF,,,,,-23.5215,-46.7873,anonymous,EN,Não,Somente se os atuais não forem mais utilizáveis,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6230638-ce60-416c-a567-623ec959cd8a_0adc1c5cbd5af884,41,3,2
2024-06-24 14:38:16,2024-06-24 14:38:57,IP Address,187.74.249.58,100,40,True,2024-06-24 14:38:57,R_7Km8PzUEbelozGl,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07af00e8-bc77-4bdf-b1cf-7c9bf72d5082_0adc1c5cbd5af884,42,3,3
