StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consumidor,Idade,Região,Classe,Frequência,Lugar,Marcas,É consumidor,Como conheceu,Q44,Características,Falta na marca,Qualidades marcas,Classificação_1,Classificação_2,Classificação_3,Classificação_4,Classificação_5,Q42,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q40,Q41,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização
2024-05-09 10:42:33,2024-05-09 10:43:25,IP Address,187.88.214.67,100,52,True,2024-05-09 10:43:26,R_1QSfU4ZDExJsgVr,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:42:03,2024-05-09 10:43:46,IP Address,46.193.65.185,100,102,True,2024-05-09 10:43:46,R_22JcSd7n5w5mWiU,,,,,47.0803,2.4,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:35:00,2024-05-09 10:43:55,IP Address,189.40.91.229,100,534,True,2024-05-09 10:43:55,R_14r9Z2AUvnAs98J,,,,,-23.6283,-46.6409,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Recomendação de amigos/família,Rede Sociais,"Elegante,Moderna,Desejável","Melhor relação custo-benefício,Promoções e descontos mais frequentes,Não tem uma loja física perto","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças,Recomendações de amigos/familiares",1,4,3,2,5,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,
2024-05-09 10:45:22,2024-05-09 10:46:04,IP Address,177.172.64.70,100,41,True,2024-05-09 10:46:05,R_1PH4bQ4PHuY0JB3,,,,,-23.6283,-46.6409,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:46:03,2024-05-09 10:46:58,IP Address,189.69.171.78,100,54,True,2024-05-09 10:46:58,R_5yrzQu6AcEVS01O,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:47:14,2024-05-09 10:48:30,IP Address,177.116.88.36,100,75,True,2024-05-09 10:48:30,R_533Qwkmm8NxdHs1,,,,,-19.9029,-43.9572,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:48:29,2024-05-09 10:49:22,IP Address,104.28.63.100,100,53,True,2024-05-09 10:49:23,R_6LSAB9rU8Bk9Tu9,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:46:39,2024-05-09 10:49:30,IP Address,191.39.133.130,100,170,True,2024-05-09 10:49:30,R_70ADlsOZsiLhB9n,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Redes sociais,Rede Sociais,"Elegante,Moderna,Exclusiva","Mais opções de estilo e design,Qualidade do produto","Variedade de estilos e peças,Publicidade criativa e atraente",5,4,2,3,1,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,
2024-05-09 10:49:20,2024-05-09 10:49:59,IP Address,177.26.249.38,100,38,True,2024-05-09 10:49:59,R_5IbDmi3aOhjkYuA,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:50:48,2024-05-09 10:53:42,IP Address,104.28.63.101,100,174,True,2024-05-09 10:53:43,R_5s1jl4SU2QuP8Zi,,,,,-23.5335,-46.6359,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Recomendação de amigos/família,Rede Sociais,"Desejável,Luxuosa,Exclusiva","Mais opções de estilo e design,Promoções e descontos mais frequentes","Promoções/descontos,Variedade de estilos e peças",3,2,5,4,1,"Acessa o site da marca diretamente (qual marca?),Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,
2024-05-09 10:51:20,2024-05-09 10:55:15,IP Address,201.6.214.27,100,235,True,2024-05-09 10:55:16,R_2CIL025QwtdgQmW,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Redes sociais,Rede Sociais,"Elegante,Moderna,Desejável","Melhor relação custo-benefício,Promoções e descontos mais frequentes,Outros","Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato,Compromisso da marca com a sustentabilidade",5,4,3,2,1,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Outros",,,,,,,,,,,,,,,,,,
2024-05-09 10:55:38,2024-05-09 10:55:44,IP Address,200.155.188.78,100,6,True,2024-05-09 10:55:45,R_1G96R6sEgAbzfJD,,,,,-23.6283,-46.6409,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:57:21,2024-05-09 10:58:15,IP Address,189.120.72.245,100,54,True,2024-05-09 10:58:16,R_5q7po6GoWvaUenT,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:57:40,2024-05-09 10:58:31,IP Address,200.202.98.105,100,51,True,2024-05-09 10:58:32,R_7V7oXIMOXcHpd0C,,,,,-22.8896,-43.1054,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:54:51,2024-05-09 10:59:16,IP Address,177.135.242.26,100,264,True,2024-05-09 10:59:17,R_7Puls9Zyr2iVZHi,,,,,-15.7792,-47.9341,anonymous,EN,Sim,45 a 54 anos,Centro-Oeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Recomendação de amigos/família,Recomendação,Desejável,Mais opções de estilo e design,"Promoções/descontos,Variedade de estilos e peças,Recomendações de amigos/familiares",3,2,4,5,1,"Pede recomendações para conhecidos,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,
2024-05-09 10:52:23,2024-05-09 10:59:17,IP Address,200.153.16.159,100,413,True,2024-05-09 10:59:17,R_3cQL9Kqifjtba25,,,,,-23.6955,-46.6141,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Recomendação de amigos/família,Recomendação,Elegante,"Melhor relação custo-benefício,Promoções e descontos mais frequentes,Não tem uma loja física perto","Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Recomendações de amigos/familiares",3,5,2,1,4,Acessa o site da marca diretamente (qual marca?),,,,,,,,,,,,,,,,,,
2024-05-09 11:01:40,2024-05-09 11:03:29,IP Address,177.26.230.198,100,109,True,2024-05-09 11:03:30,R_2VyTW6vQz8lsFDH,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Redes sociais,Rede Sociais,"Moderna,Desejável","Mais opções de estilo e design,Melhor relação custo-benefício","Promoções/descontos,Variedade de estilos e peças,Publicidade criativa e atraente",5,3,2,1,4,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,
2024-05-09 11:03:48,2024-05-09 11:05:19,IP Address,179.98.51.254,100,91,True,2024-05-09 11:05:20,R_8frHXh19kL4bave,,,,,-23.6283,-46.6409,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:04:27,2024-05-09 11:05:20,IP Address,191.19.8.108,100,52,True,2024-05-09 11:05:20,R_239cI8yvBZUWxQO,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:04:03,2024-05-09 11:06:25,IP Address,186.232.61.4,100,141,True,2024-05-09 11:06:25,R_1Nxe75zHva0CSq9,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:01:36,2024-05-09 11:06:54,IP Address,200.173.179.5,100,318,True,2024-05-09 11:06:55,R_6f7C4GNsyUH4F3j,,,,,-23.5335,-46.6359,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Redes sociais,Influenciadores,"Elegante,Desejável,Luxuosa","Mais opções de estilo e design,Melhor relação custo-benefício,Promoções e descontos mais frequentes","Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,4,3,1,2,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,
2024-05-09 11:06:19,2024-05-09 11:07:14,IP Address,186.204.59.8,100,54,True,2024-05-09 11:07:14,R_2hTffK1n1NJQ5ZG,,,,,-23.5335,-46.6359,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:01:15,2024-05-09 11:08:03,IP Address,177.189.71.233,100,407,True,2024-05-09 11:08:03,R_3ireWOjouEdzeCE,,,,,-23.6283,-46.6409,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Loja física,Promoter,10,"Qualidade dos produtos,Design","Conforto,Preço,Diversificação de modelos",Sim,3,3,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Recomendação,4,,3,5,,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-05-09 11:05:19,2024-05-09 11:09:21,IP Address,191.39.149.227,100,241,True,2024-05-09 11:09:21,R_1fI91gxm6wXDVxr,,,,,-23.5335,-46.6359,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Outro,Influenciadores,Moderna,Qualidade do produto,Recomendações de amigos/familiares,4,3,2,5,1,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,
2024-05-09 11:09:09,2024-05-09 11:10:39,IP Address,187.90.192.249,100,90,True,2024-05-09 11:10:40,R_2lidmmzWt8DOEw1,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:11:11,2024-05-09 11:11:40,IP Address,187.43.157.170,100,28,True,2024-05-09 11:11:40,R_2JUud0BTSUNEkrq,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:17:17,2024-05-09 11:18:40,IP Address,191.176.144.71,100,83,True,2024-05-09 11:18:40,R_5JNHR1EyyqJSMmd,,,,,-15.7783,-47.9319,anonymous,EN,Sim,55 a 64 anos,Centro-Oeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:21:26,2024-05-09 11:22:08,IP Address,189.121.203.120,100,41,True,2024-05-09 11:22:08,R_7EsIFO0hwzzIEUM,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:20:44,2024-05-09 11:22:46,IP Address,104.28.63.97,100,122,True,2024-05-09 11:22:47,R_2opvhHC7dKcJX0c,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:22:09,2024-05-09 11:25:39,IP Address,172.226.124.51,100,209,True,2024-05-09 11:25:39,R_5e4BhvyynDrE7Bf,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Alexandre Birman",Não,Loja física,Recomendação,Moderna,Melhor relação custo-benefício,Informações sobre a qualidade do e o conforto do sapato,5,4,3,1,2,"Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,
2024-05-09 11:31:28,2024-05-09 11:32:00,IP Address,186.232.61.4,100,32,True,2024-05-09 11:32:01,R_7QhnD6f5peEtSbt,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:27:59,2024-05-09 11:32:10,IP Address,177.26.240.187,100,251,True,2024-05-09 11:32:11,R_57fMQ4q7xbSyFWx,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Não,Redes sociais,Influenciadores,Elegante,Qualidade do produto,"Publicidade criativa e atraente,Recomendações de amigos/familiares,Parceria com influenciadores e celebridades",4,5,1,3,2,"Acessa o site da marca diretamente (qual marca?),Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,
2024-05-09 11:32:29,2024-05-09 11:36:14,IP Address,177.174.221.237,100,224,True,2024-05-09 11:36:15,R_1Ns8wnWiCTpZSwS,,,,,-15.7792,-47.9341,anonymous,EN,Sim,35 a 44 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Redes sociais,Rede Sociais,Elegante,Qualidade do produto,Informações sobre a qualidade do e o conforto do sapato,5,4,3,1,2,Procura pelo produto específico na internet,,,,,,,,,,,,,,,,,,
2024-05-09 11:44:48,2024-05-09 11:44:55,IP Address,191.39.139.168,100,6,True,2024-05-09 11:44:55,R_5ZBIKRbFveBFuJU,,,,,-23.5335,-46.6359,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:46:13,2024-05-09 11:47:55,IP Address,177.9.170.60,100,101,True,2024-05-09 11:47:56,R_7dMEy8Pn9kheA29,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:48:03,2024-05-09 11:48:17,IP Address,186.204.163.41,100,13,True,2024-05-09 11:48:17,R_5nGeIcHAqDaoaJJ,,,,,-23.5335,-46.6359,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:49:49,2024-05-09 11:50:14,IP Address,186.232.61.4,100,24,True,2024-05-09 11:50:14,R_5dDPmdEdZmw6i5H,,,,,-23.6283,-46.6409,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:49:19,2024-05-09 11:50:29,IP Address,189.100.70.182,100,69,True,2024-05-09 11:50:29,R_5YsjOFa3jKF3uLz,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:53:00,2024-05-09 11:53:21,IP Address,177.115.154.4,100,21,True,2024-05-09 11:53:22,R_6GuZBSUFvP3PM3s,,,,,-23.673,-46.5302,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:53:37,2024-05-09 11:53:53,IP Address,177.115.154.4,100,15,True,2024-05-09 11:53:53,R_2VkB5INChRD1evi,,,,,-23.673,-46.5302,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:55:51,2024-05-09 11:56:07,IP Address,186.232.61.4,100,16,True,2024-05-09 11:56:08,R_3litjORePfjW5G1,,,,,-23.6283,-46.6409,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 12:04:52,2024-05-09 12:05:54,IP Address,179.181.125.248,100,61,True,2024-05-09 12:05:55,R_2jkT2SHlVc0yxni,,,,,-15.7792,-47.9341,anonymous,EN,Sim,45 a 54 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 12:08:06,2024-05-09 12:09:00,IP Address,177.141.150.133,100,53,True,2024-05-09 12:09:00,R_3edTCSvgM5rPuCj,,,,,-23.5335,-46.6359,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 12:07:14,2024-05-09 12:10:02,IP Address,177.174.217.72,100,167,True,2024-05-09 12:10:02,R_2ZIAf2MULMbkJYQ,,,,,-15.7792,-47.9341,anonymous,EN,Sim,45 a 54 anos,Centro-Oeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Loja Física,"Arezzo,Paula Torres,Luiza Barcellos",Sim,,,,,,,,,,,,Recomendação de amigos/família,Passive,8,"Design,Conforto","Design,Preço",Sim,5,5,Visita lojas físicas para experimentar pessoalmente,Recomendação,5,,,,,1 ou 2 vez(es) a cada três meses,5,Eventos sociais (festas e celebrações)
2024-05-09 12:15:13,2024-05-09 12:15:19,IP Address,186.232.61.4,100,6,True,2024-05-09 12:15:20,R_1jE3Tv6fzBxIMmt,,,,,-23.6283,-46.6409,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 12:15:06,2024-05-09 12:18:43,IP Address,104.28.63.107,100,216,True,2024-05-09 12:18:47,R_285gJZa8WNkle5r,,,,,-23.5335,-46.6359,anonymous,EN,Sim,25 a 34 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Outros,Elegante,"Melhor relação custo-benefício,Promoções e descontos mais frequentes","Promoções/descontos,Variedade de estilos e peças",5,4,3,2,1,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,
2024-05-09 12:27:54,2024-05-09 12:31:58,IP Address,189.102.32.97,100,244,True,2024-05-09 12:31:58,R_2MF3b4VLzO51wOp,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 12:37:38,2024-05-09 12:39:56,IP Address,191.56.48.251,100,137,True,2024-05-09 12:39:56,R_7rGKdPNfhLzY9xn,,,,,-15.7783,-47.9319,anonymous,EN,Sim,25 a 34 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 12:45:33,2024-05-09 12:45:54,IP Address,187.37.76.171,100,20,True,2024-05-09 12:45:54,R_7gTeDNidO7zMOJ3,,,,,-23.5335,-46.6359,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 12:53:09,2024-05-09 12:58:49,IP Address,189.96.226.197,100,339,True,2024-05-09 12:58:49,R_1246xokNRPuxtlP,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Loja física,Campanhas,"Elegante,Moderna,Artesanal",Melhor relação custo-benefício,"Promoções/descontos,Variedade de estilos e peças",5,4,3,2,1,"Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,
2024-05-09 13:16:58,2024-05-09 13:18:47,IP Address,177.60.49.110,100,108,True,2024-05-09 13:18:47,R_2OZzXG9pIHwpgk9,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 13:18:52,2024-05-09 13:19:51,IP Address,177.26.231.100,100,58,True,2024-05-09 13:19:51,R_7FFZ3Ot75pCBPfz,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 13:20:13,2024-05-09 13:21:23,IP Address,189.40.88.160,100,70,True,2024-05-09 13:21:24,R_3IRUQvV9TOYBo6u,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 13:24:40,2024-05-09 13:27:32,IP Address,191.193.201.169,100,171,True,2024-05-09 13:27:33,R_5JP7fdMcJ3em9KF,,,,,-23.6283,-46.6409,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Recomendação de amigos/família,Rede Sociais,Elegante,"Melhor relação custo-benefício,Promoções e descontos mais frequentes",Promoções/descontos,5,2,4,3,1,Procura pelo produto específico na internet,,,,,,,,,,,,,,,,,,
2024-05-09 13:34:28,2024-05-09 13:35:53,IP Address,189.110.87.175,100,84,True,2024-05-09 13:35:57,R_6hrcd0lq8xhGqmB,,,,,-23.673,-46.5302,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,Schutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 13:39:05,2024-05-09 13:40:40,IP Address,189.120.77.43,100,95,True,2024-05-09 13:40:41,R_1QKMbqCmR4nn1to,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
